Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
728,Weird: The Al Yankovic Story,2022,108.0,Biography  Comedy  Music,7.0,,Explores every facet of Yankovics life from his meteoric rise to fame with early hits like Eat It and Like a Surgeon to his torrid celebrity love affairs and famously depraved lifestyle.,Eric Appel,"Diedrich Bader, Daniel Radcliffe, Lin-Manuel Miranda, Richard Aaron Anderson","26,326",
729,Homicide: Life on the Street,1993–1999,60.0,Crime  Drama  Mystery,8.7,,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Departments Homicide Unit.,,"Richard Belzer, Clark Johnson, Yaphet Kotto, Kyle Secor","13,177",
730,Captain America: The First Avenger,2011,124.0,Action  Adventure  Sci-Fi,6.9,,Steve Rogers a rejected military soldier transforms into Captain America after taking a dose of a Super-Soldier serum. But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell","855,365",$176.65M
731,Piggy,2022,99.0,Drama  Horror  Thriller,6.2,,An overweight teen is bullied by a clique of cool girls poolside while holidaying in her village. The long walk home will change the rest of her life.,Carlota Pereda,"Laura Galán, Richard Holmes, Carmen Machi, Irene Ferreiro","7,462",
732,The O.C.,2003–2007,44.0,Comedy  Drama  Romance,7.5,,A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy upper-class neighborhood of Newport Beach Orange County California.,,"Mischa Barton, Adam Brody, Peter Gallagher, Kelly Rowan","91,442",
733,The Tudors,2007–2010,60.0,Drama  History  Romance,8.1,,A dramatic series about the reign and marriages of King Henry VIII.,,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain","76,610",
734,Terminator 2: Judgment Day,1991,137.0,Action  Sci-Fi,8.6,,A cyborg identical to the one who failed to kill Sarah Connor must now protect her 10-year old son John from an even more advanced and powerful cyborg.,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","1,110,442",$204.84M
735,The Blue Lagoon,1980,104.0,Adventure  Drama  Romance,5.8,,In the Victorian period two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them the two make a simple life together unaware that sexual maturity will eventually intervene.,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels","72,473",$58.85M
736,Crimes of the Future,2022,107.0,Drama  Horror  Sci-Fi,5.9,,Humans adapt to a synthetic environment with new transformations and mutations. With his partner Caprice Saul Tenser celebrity performance artist publicly showcases the metamorphosis of his organs in avant-garde performances.,David Cronenberg,"Viggo Mortensen, Léa Seydoux, Kristen Stewart, Scott Speedman","32,246",
737,The Lion King,1994,88.0,Animation  Adventure  Drama,8.5,,Lion prince Simba and his father are targeted by his bitter uncle who wants to ascend the throne himself.,"Roger Allers, Rob Minkoff","Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg","1,070,785",$422.78M
738,Promising Young Woman,2020,113.0,Crime  Drama  Mystery,7.5,,A young woman traumatized by a tragic event in her past seeks out vengeance against those who crossed her path.,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown","180,369",
739,Jurassic World,2015,124.0,Action  Adventure  Sci-Fi,6.9,59.0,A new theme park built on the original site of Jurassic Park creates a genetically modified hybrid dinosaur the Indominus Rex which escapes containment and goes on a killing spree.,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer","650,725",$652.27M
740,Avengers Assemble,2012,143.0,Action  Sci-Fi,8.0,,Earths mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner","1,403,149",$623.28M
741,Gotham,2014–2019,42.0,Action  Crime  Drama,7.8,,The story behind Detective James Gordons rise to prominence in Gotham City in the years before Batmans arrival.,,"Ben McKenzie, Jada Pinkett Smith, Donal Logue, Camren Bicondova","233,006",
742,Blade Runner,1982,117.0,Action  Drama  Sci-Fi,8.1,,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","779,197",$32.87M
743,Aquaman and the Lost Kingdom,2023,,Action  Adventure  Fantasy,,,Plot unknown. Sequel to the 2018 film Aquaman.,James Wan,"Jason Momoa, Ben Affleck, Patrick Wilson, Yahya Abdul-Mateen II",,
744,Viking Wolf,2022,97.0,Horror  Thriller,5.1,,Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends she becomes a key witness. Was the killer an animal? A wolf?,Stig Svendsen,"Liv Mjönes, Elli Rhiannon Müller Osborne, Arthur Hakalahti, Kasper Antonsen","4,667",
745,Inside Man,2006,129.0,Crime  Drama  Mystery,7.6,,A police detective a bank robber and a high-power broker enter high-stakes negotiations after the criminals brilliant heist spirals into a hostage situation.,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","379,065",$88.51M
746,Iron Man,2008,126.0,Action  Adventure  Sci-Fi,7.9,,After being held captive in an Afghan cave billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges","1,070,716",$318.41M
747,Chariots of Fire,1981,125.0,Biography  Drama  Sport,7.1,,Two British track athletes one a determined Jew and the other a devout Christian are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.,Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell, Nigel Havers","62,467",$58.97M
748,The Lobster,2015,119.0,Drama  Romance  Sci-Fi,7.1,,In a dystopian near future according to the laws of The City single people are taken to The Hotel where they are obliged to find a romantic partner in 45 days or theyre transformed into beasts and sent off into The Woods.,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden, Olivia Colman","264,600",$8.70M
749,Le Mans '66,2019,152.0,Action  Biography  Drama,8.1,,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe","406,030",$117.62M
750,Sick,2022,83.0,Horror  Thriller,6.1,,Due to the pandemic Parker and her best friend decide to quarantine at the family lake house alone - or so they think.,John Hyams,"Gideon Adlon, Bethlehem Million, Dylan Sprayberry, Marc Menchaca","10,800",
751,So Help Me Todd,2022– ,43.0,Drama,7.4,,A talented P.I. agrees to work as the in-house investigator for his mother who is reeling from the recent dissolution of her marriage.,,"Marcia Gay Harden, Skylar Astin, Madeline Wise, Tristen J. Winger","3,013",
752,Peacemaker,2022– ,40.0,Action  Adventure  Comedy,8.3,,Picking up where The Suicide Squad (2021) left off Peacemaker returns home after recovering from his encounter with Bloodsport - only to discover that his freedom comes at a price.,,"John Cena, Danielle Brooks, Freddie Stroma, Jennifer Holland","116,002",
753,The Shining,1980,146.0,Drama  Horror,8.4,,A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence while his psychic son sees horrific forebodings from both past and future.,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers","1,035,003",$44.02M
754,Men,2022,100.0,Drama  Fantasy  Horror,6.1,,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,"Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin","47,102",
755,Me Before You,2016,106.0,Drama  Romance,7.4,51.0,A girl in a small town forms an unlikely bond with a recently-paralyzed man shes taking care of.,Thea Sharrock,"Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance","261,306",$56.25M
756,Reservoir Dogs,1992,99.0,Crime  Thriller,8.3,,When a simple jewelry heist goes horribly wrong the surviving criminals begin to suspect that one of them is a police informant.,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn","1,030,466",$2.83M
757,The School for Good and Evil,2022,147.0,Action  Comedy  Drama,5.8,,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when theyre swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.,Paul Feig,"Kit Young, Sophia Anne Caruso, Cate Blanchett, Liam Woon","29,394",
758,Hannibal,2013–2015,44.0,Crime  Drama  Horror,8.5,,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne","259,156",
759,In Love All Over Again,2023– ,45.0,Comedy  Drama  Romance,6.3,,Year 2003 Irene a young film student who is preparing a short film. To star in it she meets Julio with whom she quickly falls in love. But time and life take them down other paths extending to the present.,,"Georgina Amorós, Franco Masini, Carlos González, Blanca Martínez",630,
760,Eyes Wide Shut,1999,159.0,Drama  Mystery  Thriller,7.5,,A Manhattan doctor embarks on a bizarre night-long odyssey after his wifes admission of unfulfilled longing.,Stanley Kubrick,"Tom Cruise, Nicole Kidman, Todd Field, Sydney Pollack","349,262",$55.69M
761,The Fall, 2013–2016,60.0,Crime  Drama  Thriller,8.1,,A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common complexity.,,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi","108,809",
762,PT 109,1963,140.0,Biography  Drama  War,6.6,,President John F. Kennedy kept a unique inauguration gift on his desk: a plastic-encased coconut. The tale of that coconut is the heroic story of PT 109.,Leslie H. Martinson,"Cliff Robertson, Robert Culp, Ty Hardin, James Gregory","2,814",
763,Knight and Day,2010,109.0,Action  Adventure  Comedy,6.3,46.0,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,James Mangold,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà","200,046",$76.42M
764,Wrath of Man,2021,119.0,Action  Crime  Thriller,7.1,57.0,A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.,Guy Ritchie,"Jason Statham, Holt McCallany, Josh Hartnett, Rocci Boy Williams","184,174",$27.47M
765,Shang-Chi and the Legend of the Ten Rings,2021,132.0,Action  Adventure  Fantasy,7.4,,Shang-Chi the master of weaponry-based Kung Fu is forced to confront his past after being drawn into the Ten Rings organization.,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Chiu-Wai Leung, Ben Kingsley","392,015",$224.54M
766,The Hunger Games: Catching Fire,2013,146.0,Action  Adventure  Sci-Fi,7.5,,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman","673,881",$424.67M
767,Cold Case,2003–2010,44.0,Crime  Drama  Mystery,7.6,,The Philadelphia homicide squads lone female detective finds her calling when shes assigned cold cases older crimes that have never been solved.,,"Kathryn Morris, Danny Pino, John Finn, Jeremy Ratchford","28,735",
768,The Irishman,2019,209.0,Biography  Crime  Drama,7.8,,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel","396,808",$7.00M
769,Little House on the Prairie,1974–1983,60.0,Drama  Family  Romance,7.5,,The life and adventures of the Ingalls family in the nineteenth century American Midwest.,,"Melissa Gilbert, Michael Landon, Karen Grassle, Rachel Lindsay Greenbush","24,422",
770,Last Night in Soho,2021,116.0,Drama  Horror  Mystery,7.0,,An aspiring fashion designer is mysteriously able to enter the 1960s where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.,Edgar Wright,"Thomasin McKenzie, Anya Taylor-Joy, Matt Smith, Diana Rigg","145,079",
771,The Dreamers,2003,115.0,Drama  Romance,7.1,,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the 68 Paris student riots.,Bernardo Bertolucci,"Michael Pitt, Louis Garrel, Eva Green, Anna Chancellor","124,556",$2.53M
772,American History X,1998,119.0,Crime  Drama,8.5,,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Tony Kaye,"Edward Norton, Edward Furlong, Beverly DAngelo, Jennifer Lien","1,132,495",$6.72M
773,The Wonder, 2022,108.0,Drama  Mystery  Thriller,6.6,,A tale of two strangers who transform each others lives a psychological thriller and a story of love pitted against evil.,Sebastián Lelio,"Florence Pugh, Tom Burke, Kíla Lord Cassidy, Niamh Algar","33,611",
774,A Serbian Film,2010,104.0,Horror  Mystery  Thriller,5.0,,An aging porn star agrees to participate in an art film in order to make a clean break from the business only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.,Srdjan Spasojevic,"Srdjan Zika Todorovic, Sergej Trifunovic, Jelena Gavrilovic, Slobodan Bestic","66,409",
775,A Clockwork Orange,1971,136.0,Crime  Sci-Fi,8.3,,In the future a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment but it doesnt go as planned.,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke","838,797",$6.21M
