,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
3198,Tron,1982,96,"['Action', ' Adventure', ' Sci-Fi']",6.7,58,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,Steven Lisberger,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan']","124,040",$33.00M
3199,DragonHeart,1996,103,"['Action', ' Adventure', ' Fantasy']",6.4,49,"The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",Rob Cohen,"['Dennis Quaid', 'Sean Connery', 'Dina Meyer', 'Pete Postlethwaite']","98,947",$51.37M
3200,P.S. I Love You,2007,126,"['Comedy', ' Drama', ' Romance']",7.0,,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,Richard LaGravenese,"['Hilary Swank', 'Gerard Butler', 'Harry Connick Jr.', 'Lisa Kudrow']","212,990",$53.70M
3201,Taaza Khabar,2023– ,29,"['Action', ' Comedy', ' Drama']",8.2,,"A Sanitation worker, how he stumbles upon magical powers which leads to a riveting new ride for the man, and how it stirs his humble life.",,"['Stars:Bhuvan Bam', 'Shriya Pilgaonkar', 'J.D. Chakravarthi', 'Deven Bhojani']","43,047",
3202,Indecent Proposal,1993,117,"['Drama', ' Romance']",6.0,,"A billionaire offers $1,000,000 to a young married couple for one night with the wife.",Adrian Lyne,"['Robert Redford', 'Demi Moore', 'Woody Harrelson', 'Seymour Cassel']","73,692",$106.61M
3203,Spanglish,2004,131,"['Comedy', ' Drama', ' Romance']",6.4,48,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.",James L. Brooks,"['Adam Sandler', 'Téa Leoni', 'Paz Vega', 'Cloris Leachman']","85,708",$42.04M
3204,Four Rooms,1995,98,['Comedy'],6.7,,Four interlocking tales that take place in a fading hotel on New Year's Eve.,"Directors:Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino, Chuck Jones","['Tim Roth', 'Antonio Banderas', 'Sammi Davis', 'Amanda De Cadenet']","106,999",$4.30M
3205,Angels & Demons,2009,138,"['Action', ' Mystery', ' Thriller']",6.7,48,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,Ron Howard,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård']","298,101",$133.38M
3206,Dirk Gently's Holistic Detective Agency,2016–2017,60,"['Action', ' Adventure', ' Comedy']",8.2,,Holistic detective Dirk Gently investigates cases involving the supernatural.,,"['Stars:Samuel Barnett', 'Elijah Wood', 'Hannah Marks', 'Jade Eshete']","53,052",
3207,Geostorm,2017,109,"['Action', ' Sci-Fi', ' Thriller']",5.3,,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",Dean Devlin,"['Gerard Butler', 'Jim Sturgess', 'Abbie Cornish', 'Alexandra Maria Lara']","111,079",$33.70M
3208,Dollface,2019–2022,29,['Comedy'],7.4,,"After breaking up with her longtime boyfriend, a woman tries to reconnect with the friends she lost during the relationship.",,"['Stars:Kat Dennings', 'Brenda Song', 'Shay Mitchell', 'Esther Povitsky']","10,148",
3209,Cars 2,2011,106,"['Animation', ' Adventure', ' Comedy']",6.2,57,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Directors:John Lasseter, Bradford Lewis","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer']","196,807",$191.45M
3210,Escape Plan,2013,115,"['Action', ' Thriller']",6.7,49,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",Mikael Håfström,"['Sylvester Stallone', 'Arnold Schwarzenegger', '50 Cent', ""Vincent D'Onofrio""]","247,240",$25.13M
3211,Dead Ringers,1988,116,"['Drama', ' Horror', ' Thriller']",7.2,,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.",David Cronenberg,"['Jeremy Irons', 'Geneviève Bujold', 'Heidi von Palleske', 'Barbara Gordon']","49,183",$9.13M
3212,Good Witch,2015–2021,48,"['Comedy', ' Drama', ' Fantasy']",7.3,,"""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.",,"['Stars:Catherine Bell', 'Catherine Disher', 'James Denton', 'Kylee Evans']","11,288",
3213,Look Both Ways,2022,110,"['Comedy', ' Drama', ' Romance']",6.3,49,"On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career.",Wanuri Kahiu,"['Lili Reinhart', 'Danny Ramirez', 'Aisha Dee', 'Jaden Tolliver']","20,169",
3214,Fighting with My Family,2019,108,"['Biography', ' Comedy', ' Drama']",7.1,,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,Stephen Merchant,"['Dwayne Johnson', 'Lena Headey', 'Vince Vaughn', 'Florence Pugh']","83,191",$22.96M
3215,Lord of the Flies,1990,90,"['Adventure', ' Drama', ' Thriller']",6.4,49,"Stranded on an island, a group of schoolboys degenerate into savagery.",Harry Hook,"['Balthazar Getty', 'Chris Furrh', 'Danuel Pipoly', 'James Badge Dale']","31,637",$13.99M
3216,Step by Step,1991–1998,30,"['Comedy', ' Family', ' Romance']",6.5,,"Two families become one, step by step.",,"['Stars:Patrick Duffy', 'Suzanne Somers', 'Brandon Call', 'Staci Keanan']","15,121",
3217,Lullaby,IV) (2022,89,['Horror'],4.8,,"A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing, but her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.",John R. Leonetti,"['Oona Chaplin', 'Ramón Rodríguez', 'Liane Balaban', 'Mary Ann Stevens']",924,
3218,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,89,"['Comedy', ' Crime']",6.5,53,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",Paris Barclay,"['Shawn Wayans', 'Marlon Wayans', 'Keenen Ivory Wayans', 'Tracey Cherelle Jones']","57,582",$20.11M
3219,Agent King,2023– ,,"['Animation', ' Action', ' Comedy']",,,Elvis trades in his jumpsuit for a jetpack when he joins a secret government spy program to help battle the dark forces that threaten the country.,,"['Stars:Matthew McConaughey', 'Kaitlin Olson', 'Christina Hendricks', 'Kieran Culkin']",,
3220,Marie Antoinette,2006,123,"['Biography', ' Drama', ' History']",6.5,,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.",Sofia Coppola,"['Kirsten Dunst', 'Jason Schwartzman', 'Rip Torn', 'Steve Coogan']","114,263",$15.96M
3221,Aquamarine,2006,110,"['Comedy', ' Family', ' Fantasy']",5.4,51,Two teenage girls discover a mermaid in their beach club's swimming pool.,Elizabeth Allen Rosenbaum,"['Emma Roberts', 'JoJo', 'Sara Paxton', 'Jake McDorman']","43,212",$18.60M
3222,Medium,2005–2011,60,"['Crime', ' Drama', ' Fantasy']",7.1,,Suburban mom Allison DuBois attempts to balance family life with solving mysteries using her special gift. The dead send her visions of their deaths or other crimes while she sleeps.,,"['Stars:Patricia Arquette', 'Miguel Sandoval', 'Jake Weber', 'Sofia Vassilieva']","29,105",
3223,Future Man,2017–2020,30,"['Action', ' Adventure', ' Comedy']",7.7,,"Josh Futturman, a janitor by day and a gamer by night, is recruited by mysterious visitors to travel through time to prevent the extinction of humanity.",,"['Stars:Josh Hutcherson', 'Eliza Coupe', 'Derek Wilson', 'Haley Joel Osment']","26,436",
3224,Terminator 3: Rise of the Machines,2003,109,"['Action', ' Sci-Fi']",6.3,,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,Jonathan Mostow,"['Arnold Schwarzenegger', 'Nick Stahl', 'Kristanna Loken', 'Claire Danes']","404,858",$150.37M
3225,Fried Green Tomatoes at the Whistle Stop Cafe,1991,130,['Drama'],7.7,,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,Jon Avnet,"['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson', 'Mary-Louise Parker']","76,932",$82.42M
3226,Dragon Ball Super,2015–2018,24,"['Animation', ' Action', ' Adventure']",8.3,,"Six months after the defeat of Majin Buu, The mighty Saiyan Son Goku continues his quest on becoming stronger.",,"['Stars:Masako Nozawa', 'Naoki Tatsuta', 'Ryô Horikawa', 'Sean Schemmel']","31,540",
3227,Dr. Death,2021–2023,403,"['Crime', ' Drama', ' Thriller']",7.6,,"As patients entering the operating room of Dr. Christopher Duntsch for routine spinal surgeries start leaving permanently maimed or end up dead, two fellow surgeons and a young Assistant District Attorney set out to stop him.",,"['Stars:Joshua Jackson', 'Christian Slater', 'Alec Baldwin', 'Dominic Burgess']","13,374",
3228,"Yes, God, Yes",2019,78,"['Comedy', ' Drama']",6.1,,"After an innocent AOL chat turns racy, a Catholic teenager in the early 2000s discovers masturbation and struggles to suppress her new urges in the face of eternal damnation.",Karen Maine,"['Natalia Dyer', 'Timothy Simons', 'Wolfgang Novogratz', 'Francesca Reale']","16,393",
3229,Ball of Fire,1941,111,"['Comedy', ' Romance']",7.7,,A group of professors working on a new encyclopedia while living in a Manhattan mansion take in a mouthy nightclub singer who is wanted by the police to help bring down her mob boss lover.,Howard Hawks,"['Gary Cooper', 'Barbara Stanwyck', 'Oskar Homolka', 'Henry Travers']","13,187",
3230,The Clinic,I) (2003–2009,60,['Drama'],6.9,,"Drama centering around the work and private lives of the doctors, medical professionals and staff attached to a busy Dublin clinic.",,"['Stars:Dominic Mafham', 'Gary Lydon', 'Amy Huberman', 'Rachel Pilkington']",371,
3231,Insomnia,2002,118,"['Drama', ' Mystery', ' Thriller']",7.2,,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,Christopher Nolan,"['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Martin Donovan']","300,070",$67.36M
3232,Shakespeare & Hathaway: Private Investigators,2018– ,45,"['Comedy', ' Crime', ' Drama']",7.6,,An oddball couple of private detectives named Luella Shakespeare and Frank Hathaway investigate crime in Stratford-upon-Avon.,,"['Stars:Mark Benton', 'Jo Joyner', 'Patrick Walshe McBride', 'Tomos Eames']","4,904",
3233,Lopez vs. Lopez,2022– ,22,"['Short', ' Comedy', ' Drama']",5.7,,"A working-class family comedy about dysfunction, reconnection, and all the pain and joy in between.",,"['Stars:George Lopez', 'Mayan Lopez', 'Matt Shively', 'Brice Gonzalez']",887,
3234,Elysium,I) (2013,109,"['Action', ' Drama', ' Sci-Fi']",6.6,,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga']","453,894",$93.05M
3235,Before Midnight,2013,109,"['Drama', ' Romance']",7.9,,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Ariane Labed']","162,158",$8.11M
3236,Live and Let Die,1973,121,"['Action', ' Adventure', ' Thriller']",6.7,55,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,Guy Hamilton,"['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James']","110,168",$35.38M
3237,xXx,2002,124,"['Action', ' Adventure', ' Thriller']",5.8,48,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission.",Rob Cohen,"['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson']","181,929",$142.11M
3238,Messiah,2020,43,"['Drama', ' Mystery', ' Thriller']",7.6,,"When a C.I.A. officer investigates a man and his followers who attract international attention through acts of public disruption, she embarks on a global high-stakes mission to uncover whether he is a divine entity or a con artist.",,"['Stars:Michelle Monaghan', 'Mehdi Dehbi', 'John Ortiz', 'Tomer Sisley']","44,289",
3239,Grease 2,1982,115,"['Comedy', ' Music', ' Musical']",4.5,52,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,Patricia Birch,"['Michelle Pfeiffer', 'Maxwell Caulfield', 'Lorna Luft', 'Maureen Teefy']","36,793",$15.17M
3240,Donnie Brasco,1997,127,"['Biography', ' Crime', ' Drama']",7.7,,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Mike Newell,"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby']","313,837",$41.91M
3241,Battleship,2012,131,"['Action', ' Adventure', ' Sci-Fi']",5.8,41,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,Peter Berg,"['Alexander Skarsgård', 'Brooklyn Decker', 'Liam Neeson', 'Rihanna']","250,782",$65.42M
3242,Shining Vale,2022– ,29,"['Comedy', ' Fantasy', ' Horror']",6.9,,"A family moves to a small town into a house in which terrible atrocities have taken place. But nobody seems to notice except for Pat, who's convinced she's either depressed or possessed--turns out, the symptoms are exactly the same.",,"['Stars:Courteney Cox', 'Greg Kinnear', 'Gus Birney', 'Merrin Dungey']","3,845",
3243,The Drowning Pool,1975,108,"['Crime', ' Drama', ' Mystery']",6.5,48,"Harper's a big-city PI, who travels to Louisiana to help an old girlfriend who's worried her husband will find out she's been cheating on him.",Stuart Rosenberg,"['Paul Newman', 'Joanne Woodward', 'Anthony Franciosa', 'Murray Hamilton']","5,725",
3244,Senior Year,2022,111,"['Comedy', ' Drama']",5.5,47,"A cheerleading stunt gone wrong landed her in a 20-year coma. Now she's 37, newly awake and ready to live out her high school dream: becoming prom queen.",Alex Hardcastle,"['Rebel Wilson', 'Angourie Rice', 'Mary Holland', 'Molly Brown']","39,541",
3245,A View to a Kill,1985,131,"['Action', ' Adventure', ' Thriller']",6.3,40,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,John Glen,"['Roger Moore', 'Christopher Walken', 'Tanya Roberts', 'Grace Jones']","100,211",$50.33M
3246,The Choice,I) (2016,111,"['Drama', ' Romance']",6.5,,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,Ross Katz,"['Benjamin Walker', 'Teresa Palmer', 'Alexandra Daddario', 'Maggie Grace']","42,054",$18.71M
